"pn",Hospital name,Street address,City,State,"Zip code","Hospital system or, if independent, IPPS/CAH","Is_hospital_a_critical_access_hospital","Hospital Compare 5-star rating (October 2018, NA=Not Available)","Number of outpatient services","Total private allowed amount for outpatient services ($ millions)","Simulated Medicare allowed amount for outpatient services ($ millions)","Relative price for outpatient services","Standardized price per outpatient service","Number of inpatient stays","Total private allowed amount for inpatient services ($ millions)","Simulated Medicare allowed amount for inpatient services ($ millions)","Relative price for inpatient services","Standardized price per inpatient stay","Total private allowed amount for inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for inpatient and outpatient services ($ millions)","Relative price for professional inpatient and outpatient services","Relative price for inpatient facility services","Relative_price_for_outpatient_facility_services","Relative price for inpatient and outpatient services","Total private allowed amount for facility inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for facility inpatient and outpatient services ($ millions)","Total private allowed amount for professional inpatient and outpatient services ($ millions)","Simulated Medicare allowed amount for professional inpatient and outpatient services ($ millions)"
450804,Texas Orthopedic Hospital,7401 South Main Street,Houston,TX,77030,HCA Healthcare,N,NA,272,.95,.44,215% ,$227.29,39,1.48,.68,218% ,"$17,069",2.43,1.12,88% ,263% ,260%,217% ,2.17,.83,.25,.29
450809,North Austin Medical Center,"12221 Mopac
Expressway North",Austin,TX,78758,HCA Healthcare,N,5,110,.55,.20,272% ,$207.19,24,.78,.29,272% ,"$30,396",1.33,.49,126% ,298%,292%,272% ,1.24,.42,.09,.07
450820,Methodist Sugar Land Hospital,"16655 Southwest
Freeway",Sugar Land,TX,77479,Houston Methodist,N,4,765,2.68,.71,376% ,$356.22,113,2.05,.97,213% ,"$16,468",4.74,1.68,201% ,228%,407%,282% ,4.06,1.34,.68,.34
450822,Medical City Las Colinas,6800 N Macarthur Blvd,Irving,TX,75039,HCA Healthcare,N,3,125,.38,.12,328% ,$348.86,13,.15,.09,171% ,"$14,498",.53,.20,148% ,190%,393%,260% ,.44,.15,.08,.06
450831,Vista Medical Center Hospital,4301 B Vista,Pasadena,TX,77504,Independent (IPPS),N,NA,19,.02,.00,386% ,$420.03,,,,,,,,,,573%,,,,,
450833,Ennis Regional Medical Center,"2201 West Lampasas
Street",Ennis,TX,75119,Lifepoint Health,N,4,18,.03,.02,200% ,$192.55,,,,,,,,,,205%,,,,,
450840,Texas Health Hospital Allen,"1105 Central
Expressway North",Allen,TX,75013,"Texas Health
Resources",N,4,65,.14,.04,360% ,$385.81,,,,,,,,,,436%,,,,,
450844,Methodist Willowbrook Hospital,18220 Tomball Parkway,Houston,TX,77070,Houston Methodist,N,4,547,1.66,.60,276% ,$251.34,93,1.58,.79,201% ,"$15,613",3.24,1.39,171% ,210%,305%,233% ,2.74,1.10,.50,.29
450847,Memorial Hermann Katy,23900 Katy Freeway,Katy,TX,77494,"Memorial Hermann
Healthcare System",N,4,1371,2.28,.71,320% ,$312.54,153,1.87,1.29,145% ,"$10,512",4.15,2.00,160% ,147%,363%,207% ,3.57,1.64,.57,.36
450848,Memorial Hermann Sugarland,"17500 W Grand
Parkway South",Sugar Land,TX,77479,"Memorial Hermann
Healthcare System",N,3,400,.78,.21,371% ,$365.50,40,.47,.30,155% ,"$11,712",1.25,.51,214% ,158%,402%,244% ,1.03,.41,.22,.10
450851,Baylor Heart And Vascular,621 North Hall Street,Dallas,TX,75226,"Baylor Scott and
White Health",N,5,18,.25,.13,195% ,$121.93,,,,,,,,,,200%,,,,,
450853,Baylor Medical Center At Frisco,5601 Warren Parkway,Frisco,TX,75034,"Tenet Healthcare
Corporation",N,5,59,.32,.13,256% ,$250.59,,,,,,,,,,274%,,,,,
450855,Harlingen Medical Center,"5501 South
Expressway 77",Harlingen,TX,78550,"Prime Healthcare
Services",N,5,14,.05,.01,366% ,$318.10,,,,,,,,,,374%,,,,,
450860,"Memorial Hermann First
Colony","16906 Southwest
Freeway",Sugar Land,TX,77479,"Tenet Healthcare
Corporation",N,5,77,.21,.12,176% ,$165.91,,,,,,,,,,180% ,,,,,
450862,"St. Lukes The Woodlands
Hospital",17200 St Luke's Way,The Woodlands,TX,77384,"Catholic Health
Initiatives",N,3,241,.57,.23,245% ,$215.34,37,.71,.36,198% ,"$17,374",1.29,.59,159% ,217% ,262%,216% ,1.06,.45,.23,.14
450864,Texas Spine And Joint Hospital,"1814 Roseland
Boulevard",Tyler,TX,75701,"Tenet Healthcare
Corporation",N,5,46,.15,.07,216% ,$169.65,,,,,,,,,,224% ,,,,,
450865,Dchsa-D.B.A.-Seton Southwest,7900 Fm 1826,Austin,TX,78737,Ascension Health,N,NA,23,.09,.02,454% ,$444.85,,,,,,,,,,490%,,,,,
450867,Dchsa-D.B.A.-Seton Northwest,"11113 Research
Boulevard",Austin,TX,78759,Ascension Health,N,4,32,.16,.04,399% ,$384.72,,,,,,,,,,455%,,,,,
450869,"Doctors Hospital At
Renaissance",5501 South Mccoll,Edinburg,TX,78539,"Doctors Hospital at
Renaissance",N,2,50,.12,.04,309% ,$265.53,,,,,,,,,,368%,,,,,
450872,Usmd Hospital Of Arlington,801 W Interstate 20,Arlington,TX,76017,USMD Health System,N,2,45,.26,.14,187% ,$178.47,,,,,,,,,,195%,,,,,
450874,"Baylor Surgical Hospital Las
Colinas","400 West Interstate 635
Suite 101",Irving,TX,75063,"Tenet Healthcare
Corporation",N,NA,32,.31,.14,222% ,$261.54,,,,,,,,,,301%,,,,,
450875,Physicians Surgical Hospital,6819 Plum Creek,Amarillo,TX,79124,"Ardent Health
Services",N,NA,19,.14,.07,207% ,$166.45,,,,,,,,,,215%,,,,,
450876,Lubbock Heart Hospital,4810 North Loop 289,Lubbock,TX,79416,"Baptist Memorial
Health Care Corp",N,4,13,.05,.04,133% ,$106.91,,,,,,,,,,127%,,,,,
450877,"East El Paso Phys. Med.
Center. Llc",1416 George Dieter,El Paso,TX,79936,"Foundation Surgical
Hospital Affi",N,5,23,.02,.02,113% ,$89.13,,,,,,,,,,113%,,,,,
450880,"Baylor Surgical Hospital At Fort
Worth","1800 Park Place
Avenue",Fort Worth,TX,76110,"Tenet Healthcare
Corporation",N,NA,23,.13,.05,248% ,$213.05,,,,,,,,,,276% ,,,,,
450883,"Baylor Medical Center At
Trophy Club","2850  E State Highway
114",Trophy Club,TX,76262,"Tenet Healthcare
Corporation",N,NA,39,.38,.13,283% ,$336.23,11,.44,.15,292% ,"$21,566",.82,.28,222% ,283%,355%,288% ,.64,.20,.18,.08
450885,"Baylor Scott &
White-Centennial",12505 Lebanon Road,Frisco,TX,75035,"Baylor Scott and
White Health",N,3,52,.25,.06,387% ,$376.06,,,,,,,,,,432%,,,,,
450888,Southlake Speciality Hospital,1545 E Southlake Blvd,Southlake,TX,76092,"Texas Health
Resources",N,NA,21,.18,.11,158% ,$119.79,31,.84,.38,224% ,"$26,839",1.02,.49,121% ,242%,170%,209% ,.93,.41,.09,.07
450889,"Texas Institute  For Surgery At
Presbyterian Hospital","7115 Greenville Avenue
Suite 100",Dallas,TX,75231,Independent (IPPS),N,NA,38,.43,.24,181% ,$178.45,,,,,,,,,,209%,,,,,
450890,"Baylor Regional Medical Ctr At
Plano","4700 Alliance
Boulevard",Plano,TX,75093,"Baylor Scott and
White Health",N,4,64,.36,.13,268% ,$267.62,13,.76,.30,257% ,"$29,889",1.12,.43,147% ,267%,332%,260% ,1.01,.35,.11,.07
450891,"Presbyterian Plano Center
Diag Srvcs",6020 W Parker Road,Plano,TX,75093,"Texas Health
Resources",N,NA,48,.29,.15,191% ,$165.00,,,,,,,,,,209%,,,,,
450894,Pine Creek Medical Center,9032 Harry Hines Blvd,Dallas,TX,75235,Independent (IPPS),N,NA,18,.18,.09,202% ,$200.84,11,.28,.18,153% ,"$14,034",.46,.27,78% ,174%,235%,169% ,.41,.21,.04,.06
451306,Kimble Hospital,349 Reid Road,Junction,TX,76849,"Preferred
Management
Corporation",Y,3,11,.01,.01,73% ,$187.12,,,,,,,,,,72%,,,,,
451319,Christus Mfh - Jacksonville,2026 S Jackson Street,Jacksonville,TX,75766,Christus Health,Y,NA,16,.04,.02,239% ,$259.31,,,,,,,,,,243%,,,,,
451330,Medina Regional Hospital,3100 Avenue E,Hondo,TX,78861,Independent (CAH),Y,4,22,.03,.01,240% ,$272.97,,,,,,,,,,244%,,,,,
451331,Coon Memorial Hospital,1411 Denver Avenue,Dalhart,TX,79022,Independent (CAH),Y,NA,11,.01,.01,152% ,$203.63,,,,,,,,,,142%,,,,,
451354,"Olney Hamilton Hospital
District",901 West Hamilton,Olney,TX,76374,Independent (CAH),Y,NA,27,.02,.02,148% ,$281.01,,,,,,,,,,147% ,,,,,
451357,Rockdale Hospital,1700 Brazos,Rockdale,TX,76567,Independent (CAH),Y,NA,18,.08,.05,166% ,$734.18,,,,,,,,,,166%,,,,,
451377,Reeves County Hospital,2323 Texas Street,Pecos,TX,79772,Independent (CAH),Y,2,31,.03,.02,137% ,$331.14,,,,,,,,,,129% ,,,,,
451380,Etmc Quitman,117 Winnsboro Street,Quitman,TX,75783,"Ardent Health
Services",Y,4,12,.04,.01,407% ,$368.40,,,,,,,,,,391%,,,,,
451381,Christus Mfh Winnsboro,719 West Coke Road,Winnsboro,TX,75494,Christus Health,Y,NA,20,.04,.02,202% ,$315.33,,,,,,,,,,212%,,,,,
451387,Uvalde Memorial Hospital,1025 Garner Field Road,Uvalde,TX,78801,Independent (CAH),Y,4,29,.05,.03,188% ,$392.21,,,,,,,,,,211%,,,,,
460001,Utah Valley Regional Med. Ctr.,1034 North 500 West,Provo,UT,84604,"Intermountain
Healthcare",N,5,220,.61,.19,320% ,$307.30,28,.51,.26,196% ,"$17,984",1.12,.45,146% ,212%,368%,249% ,.99,.36,.13,.09
460003,"Salt Lake Regional Medical
Center","1050 East South
Temple",Salt Lake City,UT,84102,"Steward Health Care
System",N,2,191,1.09,.53,208% ,$188.66,21,.56,.30,185% ,"$17,789",1.65,.83,123% ,207%,225%,199% ,1.44,.66,.21,.17
460004,Mckay-Dee Hospital,"4401 Harrison
Boulevard",Ogden,UT,84403,"Intermountain
Healthcare",N,3,190,.55,.15,360% ,$326.89,21,.36,.13,286% ,"$20,988",.91,.28,162% ,300%,415%,326% ,.83,.23,.07,.05
460005,"Ogden Regional Medical
Center",5475 South 500 East,Ogden,UT,84405,HCA Healthcare,N,4,634,1.91,.82,232% ,$226.44,116,2.17,.99,218% ,"$17,002",4.07,1.82,136% ,242%,259%,224% ,3.53,1.41,.54,.40
460006,Lds Hospital,"8th Avenue And C
Street",Salt Lake City,UT,84143,"Intermountain
Healthcare",N,5,71,.19,.05,388% ,$356.08,11,.18,.10,186% ,"$15,410",.37,.15,127% ,203% ,450%,253% ,.34,.12,.04,.03
460007,Cedar City Hospital,1303 North Main Street,Cedar City,UT,84721,"Intermountain
Healthcare",N,4,258,.55,.21,266% ,$265.82,14,.24,.07,319% ,"$26,911",.79,.28,163% ,350%,297%,280% ,.69,.22,.10,.06
460009,U Of U Hospitals & Clinics,50 North Medical Drive,Salt Lake City,UT,84132,"University of Utah
Hospitals and",N,4,1094,3.66,1.82,201% ,$194.02,213,6.89,3.71,186% ,"$21,471",10.55,5.53,170% ,186%,214%,191% ,9.18,4.73,1.37,.80
460010,Intermountain Medical Center,"5121 South Cottonwood
Street",Murray,UT,84107,"Intermountain
Healthcare",N,4,210,.64,.17,376% ,$355.53,31,1.04,.38,271% ,"$24,121",1.68,.56,156% ,285%,434%,303% ,1.56,.48,.12,.08
460011,Castleview Hospital,"300 North Hospital
Drive",Price,UT,84501,Lifepoint Health,N,4,73,.18,.06,323% ,$304.57,,,,,,,,,,369%,,,,,
460013,Mountain View Hospital,1000 East 100 North,Payson,UT,84651,HCA Healthcare,N,4,80,.29,.12,235% ,$220.06,12,.21,.13,158% ,"$13,383",.50,.26,130% ,178%,257%,195% ,.41,.19,.09,.07
460014,Tooele Valley Hospital,2055 North Main Street,Tooele,UT,84074,Quorum Health,N,3,110,.32,.09,352% ,$328.02,,,,,,,,,,399% ,,,,,
460015,Logan Regional Hospital,500 East 1400 North,Logan,UT,84341,"Intermountain
Healthcare",N,4,375,1.03,.39,264% ,$247.71,31,.84,.32,264% ,"$22,866",1.87,.71,128% ,305%,305%,264% ,1.66,.54,.21,.16
460017,"Brigham City Community
Hospital","950 South Medical
Drive",Brigham City,UT,84302,HCA Healthcare,N,4,91,.19,.08,231% ,$229.12,,,,,,,,,,262%,,,,,
460019,Uintah Basin Medical Center,250 West 300 North,Roosevelt,UT,84066,Independent (IPPS),N,3,119,.20,.09,231% ,$218.76,,,,,,,,,,257%,,,,,
460021,Dixie Regional Medical Center,"1380 East Medical
Center Drive",St George,UT,84790,"Intermountain
Healthcare",N,4,685,1.72,.66,261% ,$265.11,67,2.37,.90,263% ,"$23,171",4.09,1.56,120% ,294%,299%,262% ,3.73,1.26,.35,.30
460023,American Fork Hospital,170 North 1100 East,American Fork,UT,84003,"Intermountain
Healthcare",N,4,114,.34,.12,293% ,$275.94,,,,,,,,,,328%,,,,,
460026,"Sevier Valley Regional Medical
Centr",1000 North Main Street,Richfield,UT,84701,"Intermountain
Healthcare",N,4,71,.26,.07,347% ,$367.60,,,,,,,,,,398%,,,,,
460030,"Ashley Regional Medical
Center",150 West 100 North,Vernal,UT,84078,Lifepoint Health,N,4,239,.77,.24,328% ,$315.70,,,,,,,,,,375%,,,,,
460039,Bear River Valley Hospital,905 North 1000 West,Tremonton,UT,84337,"Intermountain
Healthcare",N,4,33,.05,.02,260% ,$245.71,,,,,,,,,,288%,,,,,
460041,"Davis Hospital & Medical
Center","1600 West Antelope
Drive",Layton,UT,84041,"Steward Health Care
System",N,3,852,2.45,1.19,205% ,$195.28,59,.96,.52,183% ,"$16,777",3.41,1.72,139% ,201%,223%,199% ,2.87,1.33,.54,.39
460042,Lakeview Hospital,630 East Medical Drive,Bountiful,UT,84010,HCA Healthcare,N,5,249,.81,.35,234% ,$215.69,27,.64,.35,182% ,"$15,215",1.45,.70,89% ,239% ,259%,208% ,1.29,.52,.16,.18
460043,Orem Community Hospital,331 North 400 West,Orem,UT,84057,"Intermountain
Healthcare",N,NA,26,.04,.01,362% ,$365.74,,,,,,,,,,427%,,,,,
460044,Alta View Hospital,9660 South 1300 East,Sandy,UT,84094,"Intermountain
Healthcare",N,4,65,.21,.06,334% ,$310.73,,,,,,,,,,379%,,,,,
460047,St Marks Hospital,1200 East 3900 South,Salt Lake City,UT,84124,HCA Healthcare,N,4,719,2.20,.99,222% ,$225.85,105,2.71,1.18,231% ,"$18,069",4.91,2.17,132% ,254%,258%,227% ,4.25,1.66,.66,.50
460049,"The Orthopedic Specialty
Hospital",5848 South 300 East,Murray,UT,84107,"Intermountain
Healthcare",N,NA,12,.02,.01,297% ,$298.82,,,,,,,,,,342%,,,,,
460051,Jordan Valley Medical Center,3580 West 9000 South,West Jordan,UT,84088,"Steward Health Care
System",N,2,769,1.79,.86,209% ,$200.35,75,1.21,.69,175% ,"$14,114",3.00,1.55,139% ,187%,228%,194% ,2.54,1.22,.46,.33
460052,"Amend B Timpanogos
Regional Hospital",750 West 800 North,Orem,UT,84057,HCA Healthcare,N,4,441,.74,.34,219% ,$207.45,43,.72,.34,208% ,"$22,296",1.45,.68,153% ,221%,237% ,214% ,1.25,.55,.20,.13
460057,Park City Hospital,900 Round Valley Drive,Park City,UT,84060,"Intermountain
Healthcare",N,4,254,.83,.32,259% ,$252.69,18,.53,.20,272% ,"$19,807",1.37,.52,117% ,310%,308%,264% ,1.22,.40,.14,.12
460058,Riverton Hospital,3741 West 12600 South,Riverton,UT,84065,"Intermountain
Healthcare",N,4,101,.27,.08,357% ,$329.76,,,,,,,,,,404%,,,,,
460060,Lone Peak Hospital,"11925 South State
Street",Draper,UT,84020,HCA Healthcare,N,4,308,.69,.34,203% ,$193.51,20,.33,.19,171% ,"$13,650",1.02,.53,139% ,186%,218%,191% ,.85,.41,.17,.12
461302,Moab Regional Hospital,450 West Williams Way,Moab,UT,84532,Independent (CAH),Y,NA,651,1.50,.81,186% ,$381.67,15,.47,.40,119% ,"$26,783",1.97,1.21,189% ,117%,185%,164% ,1.76,1.09,.21,.11
461303,Sanpete Valley Hospital,"1100 South Medical
Drive",Mount Pleasant,UT,84647,"Intermountain
Healthcare",Y,4,22,.05,.02,238% ,$326.83,,,,,,,,,,249%,,,,,
461307,Heber Valley Hospital,1485 South Highway 40,Heber City,UT,84032,"Intermountain
Healthcare",Y,3,113,.27,.14,203% ,$309.77,,,,,,,,,,213%,,,,,
461308,"San Juan Health Services
District",380 West 100 North,Monticello,UT,84535,Independent (CAH),Y,NA,169,.42,.26,164% ,$411.79,,,,,,,,,,169% ,,,,,
461309,Kane County Hospital,355 North Main Street,Kanab,UT,84741,Independent (CAH),Y,NA,30,.03,.02,114% ,$198.70,,,,,,,,,,107%,,,,,
461333,Garfield Memorial Hospital,200 North 400 East,Panguitch,UT,84759,"Intermountain
Healthcare",Y,4,18,.04,.02,174% ,$376.00,,,,,,,,,,170%,,,,,
470001,Central Vermont Hospital,Box 547,Barre,VT,5641,"University of Vermont
Health Network",N,4,460,.73,.25,298% ,$310.65,12,.22,.13,177% ,"$22,466",.96,.37,173% ,188%,325%,257% ,.84,.30,.12,.07
470003,"University Of Vermont Medical
Center",111 Colchester Ave,Burlington,VT,5401,"University of Vermont
Health Network",N,3,1623,4.82,1.21,397% ,$410.72,69,3.07,.99,310% ,"$42,222",7.89,2.20,287% ,309%,430% ,358% ,6.97,1.88,.92,.32
470005,"Rutland Regional Medical
Center",160 Allen St,Rutland,VT,5701,"Rutland Regional
Health Services",N,3,592,1.30,.39,334% ,$317.01,31,.76,.30,254% ,"$23,667",2.06,.69,205% ,257%,363%,299% ,1.88,.60,.18,.09
470011,Brattleboro Memorial Hospital,17 Belmont Ave,Brattleboro,VT,5301,Dartmouth-Hitchcock,N,3,1078,1.99,.65,304% ,$312.84,136,1.99,1.08,184% ,"$16,626",3.98,1.74,167% ,188% ,336%,229% ,3.64,1.53,.34,.20
470012,"Southwestern Vermont Medical
Center",100 Hospital Drive,Bennington,VT,5201,"Southwestern
Vermont Health Care",N,4,281,.48,.15,324% ,$350.89,22,.61,.31,197% ,"$20,930",1.08,.45,144% ,200%,379%,238% ,1.02,.41,.07,.05
470024,Northwestern Medical Center,133 Fairfield Street,Saint Albans,VT,5478,QHR,N,4,163,.30,.12,248% ,$239.18,,,,,,,,,,267%,,,,,
471300,Grace Cottage Hospital,Po Box 216,Townshend,VT,5353,Independent (CAH),Y,NA,50,.05,.02,188% ,$268.32,,,,,,,,,,199%,,,,,
471301,Gifford Medical Center,44 South Main Street,Randolph,VT,5060,Gifford Health Care,Y,4,478,.93,.52,180% ,$419.59,,,,,,,,,,190%,,,,,
471302,"Mt Ascutney Hospital And
Health Cent",289 County Road,Windsor,VT,5089,Dartmouth-Hitchcock,Y,NA,29,.05,.03,165% ,$385.94,,,,,,,,,,161%,,,,,
471303,"Northeastern Vt Regional
Hospital",1315 Hospital Drive,"Saint
Johnsbury",VT,5819,Dartmouth-Hitchcock,Y,3,457,1.18,.59,201% ,$377.98,23,.50,.32,154% ,"$29,781",1.68,.91,147% ,158%,208%,184% ,1.52,.80,.16,.11
471304,"North Country Hospital &
Health Ctr",189 Prouty Drive,Newport,VT,5855,Independent (CAH),Y,3,73,.14,.07,210% ,$389.72,,,,,,,,,,209%,,,,,
471305,Copley Hospital  Inc.,"528 Washington
Highway",Morrisville,VT,5661,Independent (CAH),Y,2,148,.17,.16,110% ,$243.86,,,,,,,,,,106%,,,,,
471306,Springfield Hospital,Po Box 2003,Springfield,VT,5156,"Springfield Medical
Care Systems",Y,3,1128,2.22,1.07,208% ,$246.01,64,.87,.67,130% ,"$15,766",3.10,1.74,140% ,133%,219%,178% ,2.79,1.52,.31,.22
471307,Porter Hospital,115 Porter Drive,Middlebury,VT,5753,"University of Vermont
Health Network",Y,4,149,.21,.13,161% ,$314.95,,,,,,,,,,160%,,,,,
490001,"Norton Community Hospital
Inc.",100  15th Nw Street,Norton,VA,24273,Ballad Health,N,4,59,.13,.05,285% ,$230.86,,,,,,,,,,307%,,,,,
490004,Sentara Rmh Medical Center,"2010 Health Campus
Drive",Harrisonburg,VA,22801,Sentara Healthcare,N,4,1362,3.05,.96,319% ,$302.86,63,1.17,.56,209% ,"$19,293",4.22,1.51,127% ,235%,380%,278% ,3.77,1.17,.44,.35
490005,Winchester Medical Center,1840 Amherst St,Winchester,VA,22601,Valley Health System,N,2,313,.78,.31,248% ,$223.10,,,,,,,,,,288%,,,,,
490007,"Sentara Norfolk General
Hospital",600 Gresham Dr,Norfolk,VA,23507,Sentara Healthcare,N,3,161,.51,.19,266% ,$255.97,24,.90,.35,259% ,"$25,364",1.41,.54,119% ,289%,305% ,262% ,1.29,.44,.12,.10
490009,"University Of Virginia Medical
Center",1215 Lee Street,Charlottesville,VA,22908,"University of Virginia
Health Sys",N,2,668,2.63,.98,268% ,$245.43,66,3.41,1.68,203% ,"$30,172",6.03,2.66,202% ,204%,281% ,227% ,5.42,2.35,.61,.30
490011,"Bon Secours Depaul Medical
Center",150 Kingsley Lane,Norfolk,VA,23505,"Bon Secours Health
System",N,2,68,.26,.07,393% ,$370.12,,,,,,,,,,473%,,,,,
490013,Halifax Regional Hospital,2204 Wilborn Avenue,South Boston,VA,24592,Sentara Healthcare,N,2,43,.07,.03,227% ,$220.80,,,,,,,,,,268%,,,,,
490017,Maryview Hospital,3636 High Street,Portsmouth,VA,23707,"Bon Secours Health
System",N,1,100,.25,.09,267% ,$241.31,,,,,,,,,,310%,,,,,
490018,Augusta Medical Center,78 Medical Center Drive,Fishersville,VA,22939,Augusta Health,N,4,625,.81,.34,238% ,$250.86,17,.27,.17,158% ,"$12,024",1.08,.51,125% ,163%,282%,211% ,.94,.40,.14,.11
490019,Culpeper Memorial Hospital,501 Sunset Lane,Culpeper,VA,22701,Novant Health,N,3,21,.02,.01,265% ,$285.93,,,,,,,,,,325%,,,,,
490020,John Randolph Medical Center,"411 West Randolph
Road",Hopewell,VA,23860,HCA Healthcare,N,2,43,.09,.03,291% ,$263.18,,,,,,,,,,325%,,,,,
490021,Centra Health,"1901 Tate Springs
Road",Lynchburg,VA,24501,Centra Health,N,5,343,.87,.31,285% ,$280.59,43,1.28,.42,302% ,"$24,034",2.15,.73,129% ,319%,335% ,295% ,2.01,.62,.15,.11
490022,Mary Washington Hospital,"1001 Sam Perry
Boulevard",Fredericksburg,VA,22401,"Mary Washington
Healthcare",N,3,139,.43,.15,277% ,$278.93,870,27.62,8.21,337% ,"$28,123",28.05,8.36,172% ,376%,322%,336% ,25.28,6.75,2.77,1.61
490023,Fauquier Hospital,500 Hospital Drive,Warrenton,VA,20186,Lifepoint Health,N,2,34,.08,.04,181% ,$178.55,,,,,,,,,,193%,,,,,
490024,Carilion Medical Center,"1906 Belleview Avenue,
Se",Roanoke,VA,24014,Carilion Clinic,N,2,523,1.43,.49,290% ,$263.94,78,3.51,.94,371% ,"$29,367",4.94,1.44,104% ,416% ,343%,343% ,4.69,1.19,.25,.24
490032,"Vcu Health System Mcv
Hospital","Box 980510   1250 East
Marshall Street",Richmond,VA,23298,VCU Health System,N,2,366,.94,.36,266% ,$257.68,41,3.28,1.05,312% ,"$44,891",4.22,1.41,198% ,321%,294%,301% ,3.87,1.23,.35,.18
490033,Warren Memorial Hospital,"1000 North
Shenandoah Ave",Front Royal,VA,22630,Valley Health System,N,3,24,.05,.02,263% ,$249.57,,,,,,,,,,290%,,,,,
490037,Shore Memorial Hospital,20480 Market Street,Onancock,VA,23417,"Riverside Health
System",N,4,70,.10,.04,258% ,$267.17,,,,,,,,,,325%,,,,,
490038,"Smyth County Community
Hospital",245 Medical Park Drive,Marion,VA,24354,Ballad Health,N,4,121,.14,.07,211% ,$188.13,,,,,,,,,,235% ,,,,,
490040,Inova Alexandria Hospital,4320 Seminary Rd,Alexandria,VA,22304,Inova Health System,N,4,142,.28,.10,280% ,$288.49,11,.22,.09,241% ,"$18,725",.49,.19,151% ,256%,329%,261% ,.43,.15,.06,.04
490041,Mary Immaculate Hospital,2 Bernardine Drive,Newport News,VA,23602,"Bon Secours Health
System",N,4,28,.12,.06,195% ,$182.70,,,,,,,,,,229%,,,,,
490042,"Carilion New River Valley Med
Center",2900 Lamb Circle,Christiansburg,VA,24073,Carilion Clinic,N,3,132,.32,.12,273% ,$256.80,,,,,,,,,,321%,,,,,
490043,Inova Loudoun Hospital Center,"44045 Riverside
Parkway",Leesburg,VA,20176,Inova Health System,N,5,161,.33,.13,249% ,$251.66,,,,,,,,,,270%,,,,,
490044,Sentara Obici Hospital,2800 Godwin Boulevard,Suffolk,VA,23439,Sentara Healthcare,N,4,123,.24,.10,246% ,$229.46,,,,,,,,,,276%,,,,,
490045,"Novant Health Prince William
Medical Center",8700 Sudley Rd,Manassas,VA,20110,Novant Health,N,2,36,.05,.02,231% ,$230.47,,,,,,,,,,257%,,,,,
490046,Sentara Leigh Hospital,830 Kempsville Road,Norfolk,VA,23502,Sentara Healthcare,N,4,149,.31,.13,232% ,$227.88,,,,,,,,,,277%,,,,,
490048,Lewis Gale Medical Center,1900 Electric Road,Salem,VA,24153,HCA Healthcare,N,3,217,.55,.23,242% ,$216.89,17,.21,.12,178% ,"$11,448",.77,.35,124% ,184%,277%,220% ,.68,.28,.08,.07
490050,"Virginia Hospital Center
Arlington","1701 North George
Mason Drive",Arlington,VA,22205,Independent (IPPS),N,4,151,.22,.15,149% ,$147.24,21,.34,.19,185% ,"$15,230",.56,.33,124% ,197%,154%,169% ,.48,.27,.08,.06
490052,"Riverside Regional Medical
Center",500 J Clyde Morris Blvd,Newport News,VA,23601,"Riverside Health
System",N,2,193,.34,.14,246% ,$215.43,11,.38,.14,267% ,"$20,349",.73,.28,135% ,279%,275%,256% ,.67,.24,.06,.04
490053,Johnston Memorial Hospital,"16000 Johnston
Memorial Drive",Abingdon,VA,24211,Ballad Health,N,2,100,.18,.09,213% ,$177.09,,,,,,,,,,232%,,,,,
490057,"Sentara Va. Beach General
Hospital","1060 First Colonial
Road",Virginia Beach,VA,23454,Sentara Healthcare,N,2,267,.47,.15,311% ,$297.95,18,.53,.21,251% ,"$16,093",1.00,.36,151% ,270% ,364%,276% ,.90,.29,.10,.07
490059,St. Marys Hospital,5801 Bremo Rd,Richmond,VA,23226,"Bon Secours Health
System",N,4,420,1.55,.59,261% ,$196.28,63,1.60,.56,287% ,"$22,476",3.14,1.15,107% ,332%,298%,273% ,2.89,.92,.25,.23
490060,Clinch Valley Medical Center,"6801 Governor Gc
Perry Highway",Richlands,VA,24641,Lifepoint Health,N,4,14,.03,.01,381% ,$337.15,,,,,,,,,,468%,,,,,
490063,Inova Fairfax Hospital,3300 Gallows Road,Falls Church,VA,22042,Inova Health System,N,5,220,.57,.26,218% ,$210.87,37,1.28,.45,284% ,"$30,756",1.85,.71,156% ,303%,238%,260% ,1.67,.60,.19,.12
490066,"Sentara Williamsburg Regional
Medical",100 Sentara Circle,Williamsburg,VA,23188,Sentara Healthcare,N,5,178,.40,.12,328% ,$293.68,,,,,,,,,,375%,,,,,
490067,"Southside Regional Medical
Center","200 Medical Park
Boulevard",Petersburg,VA,23805,"Community Health
Systems",N,1,89,.11,.06,181% ,$170.15,,,,,,,,,,197%,,,,,
490069,"Memorial Regional Medical
Center",8260 Atlee Road,Mechanicsville,VA,23116,"Bon Secours Health
System",N,5,248,.76,.26,295% ,$250.50,19,.49,.17,285% ,"$22,213",1.25,.43,126% ,326%,342%,291% ,1.13,.34,.12,.09
490075,"Danville Regional Medical
Center",142 South Main Street,Danville,VA,24541,Lifepoint Health,N,1,27,.06,.02,288% ,$273.36,,,,,,,,,,331%,,,,,
