,pn,Hospital name,Street address,City,State,Zip code,"Hospital system or, if independent, IPPS/CAH",Is_hospital_a_critical_access_hospital,"Hospital Compare 5-star rating (October 2018, NA=Not Available)",Number of outpatient services,Total private allowed amount for outpatient services ($ millions),Simulated Medicare allowed amount for outpatient services ($ millions),Relative price for outpatient services,Standardized price per outpatient service,Number of inpatient stays,Total private allowed amount for inpatient services ($ millions),Simulated Medicare allowed amount for inpatient services ($ millions),Relative price for inpatient services,Standardized price per inpatient stay,Total private allowed amount for inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for inpatient and outpatient services ($ millions),Relative price for professional inpatient and outpatient services,Relative price for inpatient facility services,Relative_price_for_outpatient_facility_services,Relative price for inpatient and outpatient services,Total private allowed amount for facility inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for facility inpatient and outpatient services ($ millions),Total private allowed amount for professional inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for professional inpatient and outpatient services ($ millions),ZTCA,year,ccr_wtd,ccr_min,ccr_max,beds_adultped_wtd,beds_adultped_min,beds_adultped_max,beds_totadultped_wtd,beds_totadultped_min,beds_totadultped_max,icu_beds_wtd,icu_beds_min,icu_beds_max,ccu_beds_wtd,ccu_beds_min,ccu_beds_max,bicu_beds_wtd,bicu_beds_min,bicu_beds_max,sicu_beds_wtd,sicu_beds_min,sicu_beds_max,othspec_beds_wtd,othspec_beds_min,othspec_beds_max,beds_total_wtd,beds_total_min,beds_total_max,availbeddays_adultped,ipbeddays_adultped,ipdischarges_adultped,income,totcost,margin,uccare_chg_harmonized,uccare_cost_harmonized,netpatrev,othinc,opexp,othexp,donations,invinc,iphosprev,ipgenrev,ipicrev,iprcrev,ipancrev,ipoprev,iptotrev,opancrev,opoprev,optotrev,tottotrev,totinitchcare,ppaychcare,nonmcbaddebt,costuccare_v2010,chguccare,nreports,nfmt96,nfmt10,nno_uncomp,frac_year_covered,covg_begin_dt,covg_end_dt,flag_short,flag_long,Median_Household_Income,Mean_Household_Income,number_of_hospitals_in_the_zcta,number_of_hospitals_in_25_miles
2715,450840,Texas Health Hospital Allen,"1105 Central
Expressway North",Allen,TX,75013,"Texas Health
Resources",0,4.0,65.0,0.14,0.04,360% ,$385.81,,,,,,,,,,436%,,,,,,75013,2018.0,0.26963200000000004,0.26963200000000004,0.26963200000000004,30.0,30.0,30.0,30.0,30.0,30.0,14.0,14.0,14.0,,,,,,,,,,,,,44.0,44.0,44.0,10950.0,7190.0,3380.0,92660432.0,86489408.0,0.066598266,34611032.0,9332242.0,89208054.0,3452376.0,86489404.0,0.0,0.0,27636.0,17695810.0,17695810.0,5345987.0,23041797.0,78757873.0,7802343.0,109602013.0,135844395.0,34970463.0,170814858.0,280416871.0,25578514.0,0.0,9032520.0,9985069.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,130509,158284,1,1
2716,450844,Methodist Willowbrook Hospital,18220 Tomball Parkway,Houston,TX,77070,Houston Methodist,0,4.0,547.0,1.66,0.6,276% ,$251.34,93.0,1.58,0.79,201% ,"$15,613",3.24,1.39,171% ,210%,305%,233% ,2.74,1.1,0.5,0.29,77070,2018.0,0.15146400000000002,0.15146400000000002,0.15146400000000002,281.0,281.0,281.0,281.0,281.0,281.0,32.0,32.0,32.0,,,,,,,,,,,,,313.0,313.0,313.0,102565.0,63091.0,18255.0,422186784.0,367447040.0,0.12965764,174797360.0,26475508.0,422565607.0,-378819.0,367447034.0,0.0,0.0,0.0,173769527.0,173769527.0,38087005.0,211856532.0,979166197.0,0.0,1192233547.0,906628404.0,153323489.0,1059951893.0,2252185440.0,128493775.0,0.0,46303579.0,27284976.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,66569,93230,2,2
2717,450847,Memorial Hermann Katy,23900 Katy Freeway,Katy,TX,77494,"Memorial Hermann
Healthcare System",0,4.0,1371.0,2.28,0.71,320% ,$312.54,153.0,1.87,1.29,145% ,"$10,512",4.15,2.0,160% ,147%,363%,207% ,3.57,1.64,0.57,0.36,77494,2018.0,0.188094,0.188094,0.188094,152.0,152.0,152.0,152.0,152.0,152.0,32.0,32.0,32.0,,,,,,,,,,24.0,24.0,24.0,208.0,208.0,208.0,55480.0,25855.0,12800.0,256550112.0,217018320.0,0.15408994,129497008.0,24357610.0,251884702.0,4665406.0,217018314.0,0.0,-57662.0,51207.0,57182650.0,57182650.0,30776328.0,87958978.0,338044934.0,0.0,426003912.0,0.0,680132632.0,680132632.0,1106136544.0,81396703.0,25466.0,48125769.0,26712788.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,135943,162492,1,1
2718,450848,Memorial Hermann Sugarland,"17500 W Grand
Parkway South",Sugar Land,TX,77479,"Memorial Hermann
Healthcare System",0,3.0,400.0,0.78,0.21,371% ,$365.50,40.0,0.47,0.3,155% ,"$11,712",1.25,0.51,214% ,158%,402%,244% ,1.03,0.41,0.22,0.1,77479,2018.0,0.186776,0.186776,0.186776,119.0,119.0,119.0,119.0,119.0,119.0,26.0,26.0,26.0,,,,,,,,,,,,,145.0,145.0,145.0,32486.9993,15255.090080000002,7385.958745999999,145534947.6,128246368.1,0.11879332,55691400.45,10401817.36,142811931.2,2723017.125,128246364.3,0.0,-17495.933869999997,5186.999889,34499658.48,34499658.48,9742487.216,44242145.69,175989132.8,0.0,220231278.5,0.0,424887658.3,424887658.3,645118936.9,29428948.36,3945.410874,26266396.76,11320320.97,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,140394,170298,4,4
2719,450851,Baylor Heart And Vascular,621 North Hall Street,Dallas,TX,75226,"Baylor Scott and
White Health",0,5.0,18.0,0.25,0.13,195% ,$121.93,,,,,,,,,,200%,,,,,,75226,2018.0,0.19072098899999998,0.188427,0.193053,53.49589041,53.0,54.0,53.49589041,53.0,54.0,,,,,,,,,,,,,,,,53.49589041,53.0,54.0,19525.99942,8676.892888,2588.328689,202467249.1,147257987.8,0.27268243,18870869.91,3600741.135,200386641.5,2080611.489,146447413.3,810568.9785,0.0,118266.234,17373389.52,17373389.52,0.0,17373389.52,146313260.7,0.0,163515207.5,551839940.4,0.0,551457270.2,714972477.7,14039854.38,13192.20774,4844207.726,4217462.955,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,49115,60085,1,1
2720,450853,Baylor Medical Center At Frisco,5601 Warren Parkway,Frisco,TX,75034,"Tenet Healthcare
Corporation",0,5.0,59.0,0.32,0.13,256% ,$250.59,,,,,,,,,,274%,,,,,,75034,2018.0,0.356674,0.356674,0.356674,60.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,8.0,8.0,8.0,68.0,68.0,68.0,21900.0,8778.0,4127.0,149361424.0,138427168.0,0.073206693,6162062.0,2197847.25,148486939.0,874479.0,133257455.0,5169708.0,0.0,59086.0,33333146.0,33333146.0,0.0,33333146.0,105922179.0,2950938.0,142206263.0,205380181.0,11367601.0,216747782.0,358954045.0,3863996.0,2817057.0,5115123.0,2208238.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,117707,152188,1,1
2721,450855,Harlingen Medical Center,"5501 South
Expressway 77",Harlingen,TX,78550,"Prime Healthcare
Services",0,5.0,14.0,0.05,0.01,366% ,$318.10,,,,,,,,,,374%,,,,,,78550,2018.0,0.142991,0.142991,0.142991,80.0,80.0,80.0,80.0,80.0,80.0,32.0,32.0,32.0,,,,,,,,,,,,,112.0,112.0,112.0,29200.0,16017.0,6119.0,110459784.0,110306688.0,0.001385989,31820760.0,4550082.5,97777275.0,12682506.0,110306692.0,0.0,0.0,61150.0,18889318.0,18889318.0,11760770.0,30650088.0,230268800.0,11085244.0,274155156.0,252861369.0,84434728.0,337296097.0,611451253.0,6059728.0,93091.0,25854122.0,5040358.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,38239,54866,2,2
2722,450860,"Memorial Hermann First
Colony","16906 Southwest
Freeway",Sugar Land,TX,77479,"Tenet Healthcare
Corporation",0,5.0,77.0,0.21,0.12,176% ,$165.91,,,,,,,,,,180% ,,,,,,77479,2018.0,0.238352,0.238352,0.238352,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,6.0,6.0,6.0,2190.0,852.0,475.0,34059808.0,29823582.0,0.1243761,576892.0,137503.3594,33934540.0,125268.0,29276114.0,547468.0,0.0,4959.0,1651390.0,1651390.0,0.0,1651390.0,23262403.0,0.0,24913793.0,80014345.0,8738034.0,88752379.0,113666172.0,29424.0,0.0,547468.0,137503.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,140394,170298,4,4
2723,450862,"St. Lukes The Woodlands
Hospital",17200 St Luke's Way,The Woodlands,TX,77384,"Catholic Health
Initiatives",0,3.0,241.0,0.57,0.23,245% ,$215.34,37.0,0.71,0.36,198% ,"$17,374",1.29,0.59,159% ,217% ,262%,216% ,1.06,0.45,0.23,0.14,77384,2018.0,0.20126893399999998,0.19456400000000001,0.208085,163.0,163.0,163.0,163.0,163.0,163.0,53.0,53.0,53.0,,,,,,,,,,,,,216.0,216.0,216.0,59494.99823,35479.04825,10815.74214,222196946.3,216783743.6,0.024362184,82915256.59,16620205.19,219616704.8,2580235.485,216783747.1,0.0,0.0,0.0,42587364.97,48980661.11,30396160.36,79376821.47,424061272.6,27902883.76,531340977.9,407124426.4,119820793.1,526945219.5,1058286197.0,61034625.82,7496.109179000001,21888126.86,17059882.55,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,87311,113682,2,2
2724,450864,Texas Spine And Joint Hospital,"1814 Roseland
Boulevard",Tyler,TX,75701,"Tenet Healthcare
Corporation",0,5.0,46.0,0.15,0.07,216% ,$169.65,,,,,,,,,,224% ,,,,,,75701,2018.0,0.14688299999999999,0.14688299999999999,0.14688299999999999,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,20.0,20.0,20.0,7300.0,5161.0,2144.0,109936560.0,92063800.0,0.16257339999999998,16248274.0,2386595.25,108995150.0,941414.0,91868482.0,195316.0,0.0,20453.0,13500444.0,13500444.0,0.0,13500444.0,113027686.0,2384028.0,128912158.0,417282124.0,6543701.0,430346822.0,559258980.0,12741420.0,1713553.0,5220407.0,10237036.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,47543,70166,3,3
2725,450865,Dchsa-D.B.A.-Seton Southwest,7900 Fm 1826,Austin,TX,78737,Ascension Health,0,,23.0,0.09,0.02,454% ,$444.85,,,,,,,,,,490%,,,,,,78737,2018.0,0.143097825,0.13897400000000001,0.14729,30.47945205,28.0,33.0,30.47945205,28.0,33.0,,,,,,,,,,,,,,,,30.47945205,28.0,33.0,11815.62979,669.3808022999999,236.04108870000002,27816221.46,22651859.06,0.18566009,24313326.43,3474275.771,27733799.96,82422.00484,22651859.07,0.0,0.0,0.0,7968584.061000001,7968584.061000001,0.0,7968584.061000001,14278488.81,484455.1168,22734517.03,81925475.75,41984555.4,123910175.5,146644692.5,16617526.14,0.0,7695800.289,3733297.0489999996,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,142411,170923,1,1
2726,450867,Dchsa-D.B.A.-Seton Northwest,"11113 Research
Boulevard",Austin,TX,78759,Ascension Health,0,4.0,32.0,0.16,0.04,399% ,$384.72,,,,,,,,,,455%,,,,,,78759,2018.0,0.12326949599999999,0.11856300000000002,0.128054,77.0,77.0,77.0,77.0,77.0,77.0,16.0,16.0,16.0,,,,,,,,,,13.0,13.0,13.0,106.0,106.0,106.0,28104.999160000003,12416.20783,4795.63821,91178146.37,78666879.45,0.13721782,130093203.3,15978492.67,90768284.15,409859.7339,78666878.97,0.0,0.0,0.0,89793195.16,89793195.16,33413580.05,123206775.2,140511610.7,14027051.21,277796612.6,217956790.1,88217116.92,306173925.6,583970538.1,102212975.3,11748.13967,27891971.66,16912754.3,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,85555,116489,1,1
2727,450869,"Doctors Hospital At
Renaissance",5501 South Mccoll,Edinburg,TX,78539,"Doctors Hospital at
Renaissance",0,2.0,50.0,0.12,0.04,309% ,$265.53,,,,,,,,,,368%,,,,,,78539,2018.0,0.179808,0.179808,0.179808,287.0,287.0,287.0,287.0,287.0,287.0,107.0,107.0,107.0,,,,,,,,,,,,,394.0,394.0,394.0,104755.0,77884.0,25921.0,636303168.0,580489088.0,0.08771617699999999,155590224.0,27976366.0,616950530.0,19352616.0,580489056.0,0.0,4596754.0,859740.0,129601797.0,194979886.0,102086984.0,297066870.0,913083261.0,32353976.0,1242504107.0,1195318244.0,212121982.0,1635557347.0,2878061454.0,96489014.0,0.0,59101205.0,33200145.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,54158,76338,2,2
2728,450872,Usmd Hospital Of Arlington,801 W Interstate 20,Arlington,TX,76017,USMD Health System,0,2.0,45.0,0.26,0.14,187% ,$178.47,,,,,,,,,,195%,,,,,,76017,2018.0,0.263491,0.263491,0.263491,30.0,30.0,30.0,30.0,30.0,30.0,4.0,4.0,4.0,,,,,,,,,,,,,34.0,34.0,34.0,10950.0,4104.0,1351.0,90647832.0,77922440.0,0.14038275,13754466.0,3624178.0,84888336.0,5759498.0,77792329.0,130110.0,75378.0,0.0,8519204.0,8519204.0,2302569.0,10821773.0,68612386.0,679487.0,80113646.0,206051135.0,9631615.0,215682750.0,295796396.0,3173120.0,38602.0,10619948.0,5348752.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,75525,92827,1,1
2729,450874,"Baylor Surgical Hospital Las
Colinas","400 West Interstate 635
Suite 101",Irving,TX,75063,"Tenet Healthcare
Corporation",0,,32.0,0.31,0.14,222% ,$261.54,,,,,,,,,,301%,,,,,,75063,2018.0,0.294148,0.294148,0.294148,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,20.0,20.0,20.0,7300.0,1531.0,763.0,69364744.0,45939708.0,0.33770812,2494198.0,733663.375,68961665.0,403082.0,45939709.0,0.0,0.0,19658.0,1835483.0,1835483.0,0.0,1835483.0,62692000.0,0.0,64527483.0,78413200.0,2497614.0,80910814.0,145438297.0,1145930.0,0.0,1348268.0,864959.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,96053,118452,1,1
2730,450875,Physicians Surgical Hospital,6819 Plum Creek,Amarillo,TX,79124,"Ardent Health
Services",0,,19.0,0.14,0.07,207% ,$166.45,,,,,,,,,,215%,,,,,,79124,2018.0,0.211731,0.211731,0.211731,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,32.0,32.0,32.0,11680.0,4071.0,2251.0,92058016.0,54998844.0,0.40256321,3295390.0,697736.25,92021195.0,36821.0,54998845.0,0.0,0.0,0.0,2826897.0,2826897.0,0.0,2826897.0,114128522.0,4925.0,116960344.0,145376346.0,7577665.0,152954011.0,269914355.0,2205002.0,2124.0,1092512.0,1095533.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,97071,136451,1,1
2731,450876,Lubbock Heart Hospital,4810 North Loop 289,Lubbock,TX,79416,"Baptist Memorial
Health Care Corp",0,4.0,13.0,0.05,0.04,133% ,$106.91,,,,,,,,,,127%,,,,,,79416,2018.0,0.24572600000000003,0.24572600000000003,0.24572600000000003,58.0,58.0,58.0,58.0,58.0,58.0,15.0,15.0,15.0,,,,,,,,,,,,,73.0,73.0,73.0,21170.0,7132.0,2595.0,83101992.0,81081152.0,0.024317589,3824729.0,939835.375,82858269.0,243725.0,80612437.0,468718.0,0.0,0.0,11382431.0,11382431.0,3065319.0,14447750.0,99162095.0,1734717.0,115344562.0,188199101.0,4792285.0,192991386.0,308335948.0,172997.0,0.0,3651732.0,1062648.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,56028,71907,1,1
2732,450877,"East El Paso Phys. Med.
Center. Llc",1416 George Dieter,El Paso,TX,79936,"Foundation Surgical
Hospital Affi",0,5.0,23.0,0.02,0.02,113% ,$89.13,,,,,,,,,,113%,,,,,,79936,2018.0,0.15688,0.15688,0.15688,40.0,40.0,40.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,40.0,40.0,40.0,14600.0,1302.0,567.0,38953120.0,46386468.0,-0.19082806,0.0,0.0,36230068.0,2723052.0,46386468.0,1.0,0.0,0.0,2996416.0,2996416.0,0.0,2996416.0,70228729.0,0.0,73225145.0,0.0,164581264.0,164581264.0,237806409.0,0.0,0.0,0.0,45150.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,54870,68666,1,1
2733,450880,"Baylor Surgical Hospital At Fort
Worth","1800 Park Place
Avenue",Fort Worth,TX,76110,"Tenet Healthcare
Corporation",0,,23.0,0.13,0.05,248% ,$213.05,,,,,,,,,,276% ,,,,,,76110,2018.0,0.298444,0.298444,0.298444,26.0,26.0,26.0,26.0,26.0,26.0,4.0,4.0,4.0,,,,,,,,,,,,,30.0,30.0,30.0,9490.0,3629.0,1669.0,105782128.0,87765848.0,0.17031497,1816569.0,542144.125,105558960.0,223164.0,87765847.0,0.0,0.0,36727.0,4944746.0,4944746.0,101555.0,5046301.0,116379746.0,34580.0,121460627.0,130685725.0,19760793.0,150446518.0,271907145.0,606718.0,0.0,1209851.0,747910.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,51665,73179,1,1
2734,450883,"Baylor Medical Center At
Trophy Club","2850  E State Highway
114",Trophy Club,TX,76262,"Tenet Healthcare
Corporation",0,,39.0,0.38,0.13,283% ,$336.23,11.0,0.44,0.15,292% ,"$21,566",0.82,0.28,222% ,283%,355%,288% ,0.64,0.2,0.18,0.08,76262,2018.0,0.303645,0.303645,0.303645,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,22.0,22.0,22.0,8030.0,2456.0,1113.0,83162920.0,59855032.0,0.2802678,2356820.0,715636.625,83129456.0,33466.0,59855030.0,0.0,0.0,24451.0,3094795.0,3094795.0,0.0,3094795.0,76507251.0,0.0,79602046.0,100726073.0,4766850.0,105492923.0,185094969.0,431008.0,0.0,1925812.0,833072.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,121352,154598,1,1
2735,450885,"Baylor Scott &
White-Centennial",12505 Lebanon Road,Frisco,TX,75035,"Baylor Scott and
White Health",0,3.0,52.0,0.25,0.06,387% ,$376.06,,,,,,,,,,432%,,,,,,75035,2018.0,0.20855334,0.20645100000000002,0.219457,92.0,92.0,92.0,92.0,92.0,92.0,12.0,12.0,12.0,,,,,,,,,,14.0,14.0,14.0,118.0,118.0,118.0,33579.99921,13666.77241,4510.681712,103493771.1,100124126.4,0.032558914,27284059.55,5696235.007,100732957.1,2760812.648,100124124.3,0.0,0.0,200717.358,18668378.47,18668378.47,9616838.142,28285216.61,197129311.8,0.0,225596380.4,145431130.3,19396295.5,164827425.8,390423806.2,15225010.42,0.0,12059049.13,6066086.407000001,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,134636,152630,1,1
2736,450888,Southlake Speciality Hospital,1545 E Southlake Blvd,Southlake,TX,76092,"Texas Health
Resources",0,,21.0,0.18,0.11,158% ,$119.79,31.0,0.84,0.38,224% ,"$26,839",1.02,0.49,121% ,242%,170%,209% ,0.93,0.41,0.09,0.07,76092,2018.0,0.270231,0.270231,0.270231,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,17.0,17.0,17.0,6205.0,1360.0,778.0,76685752.0,60167036.0,0.21540789,715482.0,193345.4219,74403511.0,2282243.0,57909944.0,2257093.0,0.0,231748.0,2574012.0,2574012.0,0.0,2574012.0,49658653.0,9186.0,52241851.0,129253833.0,9262930.0,138516763.0,190758614.0,239913.0,12981.0,488550.0,246599.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,240507,301033,1,1
2737,450889,"Texas Institute  For Surgery At
Presbyterian Hospital","7115 Greenville Avenue
Suite 100",Dallas,TX,75231,Independent (IPPS),0,,38.0,0.43,0.24,181% ,$178.45,,,,,,,,,,209%,,,,,,75231,2018.0,0.31290500000000004,0.31290500000000004,0.31290500000000004,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,9.0,9.0,9.0,3285.0,1139.0,560.0,79395064.0,58831968.0,0.25899717,1504263.0,470691.4063,78983633.0,411433.0,58797918.0,34048.0,0.0,144655.0,1820801.0,1820801.0,0.0,1820801.0,35896679.0,0.0,37717480.0,135065587.0,5726978.0,140792565.0,178510045.0,441687.0,0.0,1062576.0,477997.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,41806,68726,3,3
2738,450890,"Baylor Regional Medical Ctr At
Plano","4700 Alliance
Boulevard",Plano,TX,75093,"Baylor Scott and
White Health",0,4.0,64.0,0.36,0.13,268% ,$267.62,13.0,0.76,0.3,257% ,"$29,889",1.12,0.43,147% ,267%,332%,260% ,1.01,0.35,0.11,0.07,75093,2018.0,0.25600100000000003,0.25600100000000003,0.25600100000000003,102.0,102.0,102.0,102.0,102.0,102.0,16.0,16.0,16.0,,,,,,,,,,,,,118.0,118.0,118.0,37230.0,26592.0,7027.0,240919600.0,182968592.0,0.24054086,29781660.0,7624134.5,196324841.0,44594754.0,182968590.0,0.0,42324.0,7508189.0,38143967.0,38143967.0,12057049.0,50201016.0,268256982.0,12003508.0,330461507.0,269217762.0,27608295.0,296826057.0,627287564.0,18608992.0,33255.0,11205923.0,8352997.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,112930,168714,4,4
2739,450891,"Presbyterian Plano Center
Diag Srvcs",6020 W Parker Road,Plano,TX,75093,"Texas Health
Resources",0,,48.0,0.29,0.15,191% ,$165.00,,,,,,,,,,209%,,,,,,75093,2018.0,0.268388,0.268388,0.268388,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,18.0,18.0,18.0,6570.0,1022.0,567.0,91932768.0,59820240.0,0.3493045,1142883.0,306736.0938,91567549.0,365216.0,57766637.0,2053602.0,0.0,0.0,1921586.0,1921586.0,0.0,1921586.0,45123903.0,401741.0,47447230.0,144742143.0,5140906.0,149883049.0,197330279.0,586026.0,88102.0,644959.0,482387.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,112930,168714,4,4
2740,450894,Pine Creek Medical Center,9032 Harry Hines Blvd,Dallas,TX,75235,Independent (IPPS),0,,18.0,0.18,0.09,202% ,$200.84,11.0,0.28,0.18,153% ,"$14,034",0.46,0.27,78% ,174%,235%,169% ,0.41,0.21,0.04,0.06,75235,2018.0,0.183729,0.183729,0.183729,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,15.0,15.0,15.0,5475.0,1799.0,982.0,50162016.0,52092876.0,-0.038492471,2248.0,413.0227966,47304718.0,2857298.0,52092876.0,0.0,0.0,1644.0,2838865.0,2838865.0,0.0,2838865.0,95813344.0,0.0,98652209.0,162474026.0,0.0,162474026.0,261126235.0,0.0,0.0,2248.0,413.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,48603,59280,2,2
2741,451306,Kimble Hospital,349 Reid Road,Junction,TX,76849,"Preferred
Management
Corporation",1,3.0,11.0,0.01,0.01,73% ,$187.12,,,,,,,,,,72%,,,,,,76849,2018.0,0.8926149999999999,0.8926149999999999,0.8926149999999999,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,15.0,15.0,15.0,4094.9999119999998,173.52328400000002,51.60821807,6349400.955,5506695.597,0.13272202,1695229.739,1513187.4530000002,4718423.447,1630977.5080000001,5503429.321,3266.2766420000003,0.0,337.3232805,66507.28625,141376.5997,0.0,141376.5997,454735.7163,0.0,596112.316,6277217.512,566012.0098,7388779.247,7984891.562999999,1015745.469,0.0,679484.2704,1570835.983,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,43231,69254,1,1
2742,451319,Christus Mfh - Jacksonville,2026 S Jackson Street,Jacksonville,TX,75766,Christus Health,1,,16.0,0.04,0.02,239% ,$259.31,,,,,,,,,,243%,,,,,,75766,2018.0,0.156730384,0.15404600000000002,0.159371,22.00821918,21.0,23.0,22.00821918,21.0,23.0,,,,,,,,,,,,,,,,22.00821918,21.0,23.0,8032.999751,2318.04925,657.4054601,46667166.16,35830741.12,0.23220663,33777960.35,5295304.887,42924154.14,3743011.528,35830742.12,0.0,0.0,0.0,4859558.762,4859558.762,0.0,4859558.762,18304857.78,340546.672,24705837.15,180410505.5,33378098.06,232051841.7,256757678.8,19833706.01,4753.953353,13949007.8,7066415.839,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,46892,59427,1,1
2743,451330,Medina Regional Hospital,3100 Avenue E,Hondo,TX,78861,Independent (CAH),1,4.0,22.0,0.03,0.01,240% ,$272.97,,,,,,,,,,244%,,,,,,78861,2018.0,0.450072,0.450072,0.450072,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,25.0,25.0,25.0,6824.999854000001,1305.164356,443.5314973999999,42329889.19,40237129.57,0.049439289000000004,6110635.16,2750225.875,16699512.86,25630377.08,21203409.92,19033718.91,1121.917784,179938.4098,1397782.408,2223614.87,0.0,2223614.87,4339204.017,141349.6737,7002966.68,26241154.35,3801194.327,35558504.29,42561470.97,3924348.738,17356.816069999997,2203643.238,2866161.119,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,59111,75611,1,1
2744,451331,Coon Memorial Hospital,1411 Denver Avenue,Dalhart,TX,79022,Independent (CAH),1,,11.0,0.01,0.01,152% ,$203.63,,,,,,,,,,142%,,,,,,79022,2018.0,0.6678109999999999,0.6678109999999999,0.6678109999999999,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,21.0,21.0,21.0,4452.000104,586.0493287,210.2575392,14253322.57,14168927.98,0.005921047,3592842.495,2399339.6780000003,8419339.155,5833983.413,13149179.5,1019747.9029999999,25538.740319999997,20.3287676,271003.9625,428948.0319,0.0,428948.0319,2620408.9269999997,92106.74188,3239470.432,9048181.121,2770518.289,15483941.94,18723412.37,2018032.1130000001,11143.64958,1585954.032,2422440.999,,1.0,0.0,1.0,0.0,0.5808219179999999,1-Jan-18,31-Jul-18,1.0,0.0,59599,81254,1,1
2745,451354,"Olney Hamilton Hospital
District",901 West Hamilton,Olney,TX,76374,Independent (CAH),1,,27.0,0.02,0.02,148% ,$281.01,,,,,,,,,,147% ,,,,,,76374,2018.0,0.462424238,0.458629,0.46315600000000007,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,25.0,25.0,25.0,9124.999728,971.8054511,292.50684069999994,14900216.21,13632370.73,0.085089065,3273770.297,1513852.9819999998,10033947.4,4866268.805,13606495.99,25874.731069999998,53030.77649,32443.831889999998,619441.0776,1453381.305,0.0,1453381.305,5243483.367,109742.0734,6857589.243,17169175.83,4206579.795,24228728.76,31086318.0,2675990.747,2109.723245,599889.2737,1715654.261,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,48214,55336,1,1
